loan_status,previous_loan_defaults_on_file,loan_percent_income,loan_int_rate,person_income,loan_amnt,person_age,person_emp_exp,cb_person_cred_hist_length,credit_score
0,1,0.06,6.17,62428.0,4000.0,21.0,1,4.0,496
0,1,0.12,12.42,49170.0,6000.0,22.0,3,4.0,644
0,0,0.06,9.91,49391.0,3000.0,24.0,3,4.0,725
0,0,0.06,11.54,62115.0,4000.0,23.0,3,4.0,584
1,0,0.07,15.99,55095.0,4000.0,24.0,1,4.0,678
0,0,0.06,9.91,62871.0,4000.0,23.0,3,3.0,547
0,1,0.1,14.82,49349.0,5000.0,24.0,3,3.0,617
1,0,0.07,19.29,55718.0,4000.0,23.0,0,3.0,557
0,0,0.06,13.98,63379.0,4000.0,23.0,1,2.0,702
0,1,0.06,10.37,63410.0,4000.0,24.0,1,3.0,676
0,0,0.22,9.63,48995.0,11000.0,23.0,0,3.0,698
0,1,0.06,9.88,63384.0,4000.0,24.0,1,2.0,660
1,0,0.07,16.32,56529.0,4000.0,25.0,1,3.0,617
0,1,0.06,11.01,63990.0,4000.0,26.0,4,3.0,634
0,0,0.06,7.9,65000.0,4000.0,22.0,4,4.0,681
0,0,0.06,10.62,65280.0,4000.0,24.0,1,2.0,642
1,0,0.07,10.37,58454.0,4000.0,23.0,0,3.0,635
0,0,0.06,11.89,65512.0,4000.0,25.0,7,2.0,640
0,0,0.06,7.51,67131.0,4000.0,26.0,6,4.0,601
0,1,0.07,11.01,48828.0,3500.0,22.0,0,2.0,512
0,0,0.06,10.99,66878.0,4000.0,23.0,0,2.0,707
0,0,0.06,6.92,67221.0,4000.0,26.0,3,4.0,667
0,1,0.06,13.35,67543.0,4000.0,21.0,0,2.0,688
0,1,0.06,11.86,67103.0,4000.0,23.0,0,4.0,656
0,0,0.06,12.53,66895.0,4000.0,23.0,1,2.0,555
0,1,0.06,11.26,67300.0,4000.0,24.0,3,4.0,677
0,0,0.06,15.23,67950.0,4000.0,23.0,1,4.0,705
0,1,0.2,7.51,49119.0,10000.0,23.0,0,3.0,538
0,0,0.06,7.49,69242.0,4000.0,21.0,0,4.0,697
0,1,0.16,10.25,49161.0,8000.0,21.0,1,4.0,694
0,1,0.06,11.01,69620.0,4000.0,22.0,0,2.0,543
0,0,0.06,8.88,69831.0,4000.0,23.0,0,2.0,562
0,1,0.07,7.51,49019.0,3600.0,23.0,0,4.0,595
0,1,0.26,13.48,49223.0,13000.0,21.0,0,2.0,642
0,1,0.06,7.75,70148.0,4000.0,23.0,2,2.0,654
0,0,0.14,13.57,49282.0,7000.0,26.0,0,3.0,677
0,1,0.06,10.74,70345.0,4000.0,23.0,2,2.0,659
0,0,0.06,10.0,70338.0,4000.0,22.0,0,4.0,632
0,1,0.06,10.37,70923.0,4000.0,23.0,4,2.0,657
0,1,0.12,8.0,49293.0,6000.0,22.0,0,3.0,655
1,0,0.06,9.99,64458.0,4000.0,26.0,3,3.0,597
0,1,0.07,11.01,48807.0,3200.0,25.0,2,4.0,573
0,1,0.05,7.51,73035.0,4000.0,22.0,0,3.0,650
0,1,0.05,15.33,73277.0,4000.0,23.0,0,2.0,562
0,0,0.05,11.83,73065.0,4000.0,23.0,0,3.0,677
1,0,0.06,13.47,65586.0,4000.0,26.0,1,2.0,671
0,1,0.05,12.21,73321.0,4000.0,22.0,0,3.0,626
0,1,0.15,12.22,48856.0,7500.0,24.0,2,4.0,678
0,1,0.05,13.06,75443.0,4000.0,26.0,4,2.0,579
0,0,0.13,8.32,49041.0,6500.0,26.0,0,3.0,654
0,0,0.05,10.59,75375.0,4000.0,23.0,1,3.0,600
1,0,0.06,14.75,68666.0,4000.0,24.0,2,2.0,665
0,1,0.05,8.9,76049.0,4000.0,25.0,6,3.0,675
0,1,0.05,10.37,76243.0,4000.0,25.0,2,3.0,698
0,1,0.05,11.49,76438.0,4000.0,21.0,0,3.0,657
0,1,0.05,11.01,76200.0,4000.0,22.0,0,4.0,639
0,1,0.05,11.01,77278.0,4000.0,23.0,0,4.0,586
0,1,0.29,12.69,49035.0,14400.0,22.0,1,3.0,611
0,0,0.2,7.9,49134.0,9875.0,22.0,1,4.0,635
0,1,0.05,7.51,78860.0,4000.0,24.0,2,3.0,619
0,1,0.05,6.62,79334.0,4000.0,25.0,2,2.0,607
0,1,0.24,13.49,49037.0,12000.0,26.0,1,2.0,639
0,1,0.05,5.42,79190.0,4000.0,24.0,1,2.0,607
0,0,0.05,7.49,78843.0,4000.0,23.0,1,4.0,649
0,1,0.05,12.23,79501.0,4000.0,25.0,0,4.0,632
0,0,0.37,9.91,48849.0,18000.0,23.0,2,2.0,685
1,0,0.05,16.0,74112.0,4000.0,23.0,3,4.0,620
0,1,0.05,11.01,81572.0,4000.0,24.0,1,2.0,685
0,1,0.05,6.76,81882.0,4000.0,23.0,0,3.0,636
0,0,0.24,13.49,49256.0,12000.0,22.0,0,2.0,672
0,0,0.05,6.76,82579.0,4000.0,25.0,2,2.0,710
1,0,0.05,11.12,76575.0,4000.0,22.0,0,2.0,622
0,0,0.05,7.74,84270.0,4000.0,23.0,0,3.0,598
1,0,0.05,11.01,78112.0,4000.0,23.0,1,2.0,635
0,0,0.05,7.9,85014.0,4000.0,21.0,0,2.0,674
0,1,0.05,5.99,85095.0,4000.0,26.0,2,4.0,630
0,1,0.05,13.49,85124.0,4000.0,24.0,6,4.0,616
0,1,0.12,10.65,49058.0,6000.0,23.0,1,4.0,633
0,1,0.05,13.06,85137.0,4000.0,26.0,2,4.0,537
0,1,0.05,13.85,84973.0,4000.0,26.0,4,4.0,640
1,0,0.29,14.27,41328.0,12000.0,23.0,0,4.0,678
0,0,0.15,11.01,48688.0,7100.0,25.0,0,2.0,621
0,0,0.05,7.88,87797.0,4000.0,24.0,1,3.0,517
0,1,0.04,11.49,91022.0,4000.0,25.0,1,2.0,635
0,1,0.1,6.03,49075.0,5000.0,22.0,0,2.0,610
1,0,0.11,11.71,41757.0,4500.0,22.0,0,2.0,636
0,1,0.04,6.03,49074.0,2100.0,25.0,4,2.0,580
0,1,0.1,6.62,49036.0,5000.0,23.0,3,4.0,596
0,1,0.15,12.42,49052.0,7500.0,24.0,0,4.0,577
0,1,0.12,11.01,49130.0,6000.0,23.0,1,2.0,686
0,1,0.04,11.71,93675.0,4000.0,22.0,0,3.0,596
0,1,0.04,11.01,95960.0,4000.0,22.0,0,2.0,676
0,0,0.11,12.42,48740.0,5400.0,24.0,0,3.0,612
0,0,0.04,10.59,96919.0,4000.0,25.0,1,3.0,675
0,0,0.2,6.03,48814.0,10000.0,22.0,0,3.0,714
0,1,0.04,14.46,96748.0,4000.0,23.0,4,4.0,636
0,0,0.04,11.12,97069.0,4000.0,22.0,1,4.0,692
0,0,0.14,10.65,49033.0,6700.0,22.0,2,4.0,610
0,0,0.04,12.53,99552.0,4000.0,24.0,4,4.0,631
0,0,0.04,13.48,99520.0,4000.0,26.0,3,2.0,708
1,0,0.13,10.65,41682.0,5500.0,26.0,6,3.0,534
0,1,0.04,5.42,111440.0,4000.0,23.0,0,2.0,673
0,0,0.04,5.42,112264.0,4000.0,24.0,3,2.0,687
0,0,0.03,7.9,114957.0,4000.0,24.0,3,4.0,624
0,1,0.03,11.49,115002.0,4000.0,23.0,1,3.0,613
0,1,0.3,12.42,49271.0,15000.0,23.0,0,4.0,491
0,0,0.13,9.91,48826.0,6400.0,24.0,0,4.0,639
0,1,0.03,9.32,118320.0,4000.0,26.0,5,2.0,617
0,1,0.15,7.51,48904.0,7500.0,22.0,0,3.0,667
1,0,0.04,7.14,106302.0,4000.0,23.0,4,4.0,673
0,1,0.09,6.62,48915.0,4500.0,24.0,0,3.0,649
0,1,0.04,7.9,48820.0,2000.0,22.0,0,2.0,657
0,0,0.05,14.27,48963.0,2500.0,21.0,0,2.0,620
1,0,0.1,17.58,41874.0,4000.0,26.0,6,3.0,649
0,1,0.03,10.99,157310.0,4000.0,26.0,4,3.0,575
1,0,0.03,10.51,142394.0,4000.0,24.0,1,3.0,599
0,0,0.03,12.84,158395.0,4000.0,26.0,1,3.0,628
0,0,0.1,6.62,49207.0,5000.0,21.0,0,2.0,537
1,0,0.02,14.84,190662.0,4000.0,26.0,4,3.0,670
1,0,0.22,13.11,19135.0,4200.0,24.0,4,2.0,542
1,0,0.21,11.01,20212.0,4200.0,24.0,4,4.0,554
1,0,0.18,11.01,23704.0,4200.0,21.0,0,2.0,669
0,1,0.16,11.01,25808.0,4200.0,23.0,0,3.0,644
0,1,0.2,9.91,48794.0,10000.0,24.0,1,3.0,619
0,1,0.16,15.23,26468.0,4200.0,23.0,0,4.0,567
1,0,0.15,15.2,27932.0,4200.0,22.0,1,4.0,658
0,0,0.08,7.51,48958.0,4000.0,23.0,1,2.0,698
0,1,0.14,11.01,29110.0,4200.0,23.0,4,3.0,713
0,0,0.14,14.26,30800.0,4200.0,25.0,4,2.0,592
1,0,0.13,16.0,32021.0,4200.0,24.0,2,2.0,665
1,0,0.12,9.91,34624.0,4200.0,22.0,0,4.0,589
0,0,0.16,11.01,48773.0,8000.0,25.0,4,4.0,687
0,1,0.12,11.01,35501.0,4200.0,26.0,1,3.0,580
0,1,0.11,9.91,37077.0,4200.0,26.0,3,4.0,691
1,0,0.11,16.49,37033.0,4200.0,26.0,5,3.0,621
0,1,0.11,15.99,36633.0,4200.0,25.0,0,3.0,638
1,0,0.28,12.98,15487.0,4350.0,25.0,4,4.0,590
0,0,0.04,11.01,49200.0,2000.0,23.0,0,4.0,694
0,1,0.16,11.54,27321.0,4350.0,22.0,3,3.0,651
0,0,0.15,5.42,48745.0,7500.0,23.0,2,2.0,688
0,1,0.12,6.03,37063.0,4350.0,22.0,0,4.0,589
0,0,0.1,8.49,48936.0,5000.0,23.0,3,4.0,676
0,0,0.08,9.99,49374.0,4000.0,23.0,4,4.0,622
0,1,0.05,8.49,48653.0,2200.0,26.0,3,3.0,653
0,0,0.07,7.49,49103.0,3600.0,25.0,1,3.0,655
1,0,0.24,11.01,18294.0,4375.0,24.0,0,2.0,662
0,1,0.08,10.99,48846.0,4000.0,23.0,0,4.0,638
0,1,0.12,11.99,48848.0,6000.0,26.0,2,2.0,591
1,0,0.23,12.69,19116.0,4375.0,26.0,8,4.0,645
1,0,0.21,9.99,21286.0,4375.0,24.0,0,2.0,578
1,0,0.16,16.4,27505.0,4375.0,24.0,6,3.0,607
0,0,0.14,5.79,30374.0,4375.0,26.0,5,4.0,538
0,0,0.07,8.49,60914.0,4375.0,23.0,3,2.0,613
1,0,0.24,19.91,18130.0,4400.0,22.0,0,4.0,581
1,0,0.19,11.49,23780.0,4400.0,22.0,0,2.0,647
0,1,0.17,6.91,25225.0,4400.0,21.0,0,4.0,653
0,1,0.14,6.76,31429.0,4400.0,24.0,1,3.0,639
0,1,0.04,12.99,49021.0,2000.0,21.0,1,4.0,624
0,1,0.11,8.49,39880.0,4400.0,22.0,4,4.0,628
0,1,0.1,5.42,49378.0,5000.0,23.0,1,3.0,644
0,1,0.12,14.79,48907.0,6000.0,23.0,2,2.0,658
0,0,0.15,7.49,49214.0,7200.0,26.0,8,2.0,705
1,0,0.36,15.99,41506.0,15000.0,22.0,0,2.0,531
0,1,0.09,11.71,46463.0,4400.0,23.0,1,2.0,586
1,0,0.08,11.99,52438.0,4400.0,23.0,3,4.0,605
0,1,0.1,12.99,48952.0,5000.0,22.0,3,2.0,597
1,0,0.07,16.77,60341.0,4400.0,24.0,3,3.0,636
0,1,0.06,15.23,72912.0,4400.0,22.0,0,3.0,551
0,1,0.05,11.01,87387.0,4400.0,24.0,2,4.0,603
0,1,0.05,19.03,96933.0,4400.0,24.0,1,2.0,536
0,1,0.26,9.99,49126.0,13000.0,23.0,0,3.0,653
0,1,0.04,13.8,115568.0,4400.0,26.0,1,4.0,627
0,0,0.11,11.49,41678.0,4450.0,24.0,2,4.0,642
0,1,0.09,9.32,51571.0,4450.0,24.0,1,4.0,525
0,1,0.11,7.42,49232.0,5400.0,22.0,1,2.0,485
0,0,0.29,7.49,49060.0,14000.0,22.0,0,3.0,627
1,0,0.24,7.88,18440.0,4500.0,22.0,3,4.0,699
0,1,0.09,10.99,48777.0,4500.0,25.0,2,3.0,556
0,1,0.07,13.49,48699.0,3500.0,25.0,3,3.0,664
0,1,0.07,10.99,49171.0,3200.0,24.0,0,2.0,554
1,0,0.23,5.99,19893.0,4500.0,23.0,0,4.0,636
1,0,0.23,7.51,19432.0,4500.0,25.0,0,3.0,545
0,1,0.15,11.49,49116.0,7500.0,22.0,0,3.0,673
0,1,0.06,8.49,49151.0,2800.0,24.0,1,4.0,602
1,0,0.2,13.99,22393.0,4500.0,25.0,1,2.0,649
0,1,0.22,8.49,49052.0,11000.0,25.0,3,2.0,708
1,0,0.2,7.49,22512.0,4500.0,23.0,0,4.0,692
0,0,0.3,7.49,49240.0,15000.0,24.0,3,2.0,608
0,0,0.06,11.99,49244.0,3000.0,24.0,1,4.0,690
0,0,0.27,11.01,49473.0,13200.0,23.0,3,4.0,617
0,1,0.04,10.99,48845.0,2000.0,23.0,1,4.0,632
1,0,0.2,10.38,22629.0,4500.0,21.0,1,2.0,670
0,0,0.05,9.99,49099.0,2500.0,24.0,4,2.0,622
1,0,0.2,12.21,22557.0,4500.0,23.0,0,3.0,712
1,0,0.2,8.94,22674.0,4500.0,24.0,1,2.0,639
0,0,0.2,5.79,49073.0,10000.0,24.0,0,4.0,687
1,0,0.2,13.61,22958.0,4500.0,25.0,3,2.0,596
0,0,0.09,10.74,49065.0,4300.0,26.0,3,2.0,660
0,1,0.18,13.49,24819.0,4500.0,21.0,2,2.0,595
0,1,0.04,11.11,48851.0,2125.0,24.0,1,4.0,548
0,1,0.18,8.0,25451.0,4500.0,21.0,0,2.0,632
0,1,0.18,10.99,25515.0,4500.0,21.0,0,2.0,622
0,0,0.17,9.62,26168.0,4500.0,25.0,3,4.0,585
1,0,0.17,16.45,25942.0,4500.0,25.0,4,4.0,625
0,1,0.22,7.66,48760.0,10850.0,22.0,0,4.0,681
1,0,0.17,15.65,27041.0,4500.0,23.0,0,2.0,619
1,0,0.16,17.99,28977.0,4500.0,23.0,2,3.0,584
1,0,0.1,14.17,41668.0,4000.0,23.0,0,2.0,659
0,1,0.15,11.11,49044.0,7200.0,23.0,0,2.0,528
0,0,0.15,9.62,29600.0,4500.0,21.0,0,4.0,683
0,0,0.15,12.42,30071.0,4500.0,26.0,6,4.0,717
0,0,0.1,11.11,48697.0,5000.0,24.0,2,2.0,635
0,0,0.15,5.79,29766.0,4500.0,26.0,3,3.0,593
0,0,0.15,11.49,30066.0,4500.0,22.0,0,2.0,648
0,0,0.08,7.29,48690.0,4000.0,25.0,2,2.0,668
0,1,0.15,8.94,30827.0,4500.0,22.0,0,2.0,670
0,1,0.14,9.99,31524.0,4500.0,23.0,2,4.0,588
1,0,0.14,8.49,32015.0,4500.0,23.0,0,2.0,667
0,0,0.12,6.92,38354.0,4500.0,25.0,1,3.0,656
0,1,0.12,7.29,39099.0,4500.0,24.0,2,4.0,580
0,1,0.11,7.49,40158.0,4500.0,23.0,3,4.0,639
0,0,0.1,5.42,48780.0,4800.0,22.0,0,2.0,595
0,0,0.11,7.88,40596.0,4500.0,22.0,0,3.0,681
1,0,0.11,15.05,40603.0,4500.0,23.0,0,4.0,649
0,1,0.16,6.92,49332.0,8000.0,21.0,0,4.0,668
0,1,0.1,14.27,43095.0,4500.0,22.0,0,2.0,629
0,0,0.1,10.59,43079.0,4500.0,23.0,2,2.0,657
0,0,0.11,12.87,42780.0,4500.0,24.0,0,3.0,652
0,1,0.16,10.74,49363.0,8000.0,22.0,0,3.0,628
0,1,0.29,11.01,49078.0,14000.0,23.0,1,3.0,521
0,0,0.1,6.62,43944.0,4500.0,21.0,0,2.0,603
0,1,0.33,11.01,48939.0,16000.0,26.0,3,3.0,542
1,0,0.29,6.91,41812.0,12250.0,26.0,4,4.0,597
0,1,0.1,6.17,44119.0,4500.0,22.0,0,3.0,495
0,1,0.1,7.14,44145.0,4500.0,24.0,0,4.0,667
0,0,0.12,9.25,48633.0,6000.0,22.0,0,3.0,619
0,1,0.1,11.03,45723.0,4500.0,22.0,0,2.0,517
0,1,0.14,8.88,48808.0,7000.0,23.0,1,3.0,627
0,0,0.1,5.42,45951.0,4500.0,24.0,1,4.0,636
0,0,0.14,6.91,49231.0,6900.0,24.0,4,3.0,641
1,0,0.11,9.63,39716.0,4500.0,22.0,0,2.0,536
0,0,0.1,10.83,46965.0,4500.0,24.0,4,2.0,638
0,1,0.1,7.88,46726.0,4500.0,23.0,1,2.0,659
1,0,0.17,14.09,41736.0,7000.0,24.0,3,2.0,578
0,1,0.09,10.99,47690.0,4500.0,24.0,2,4.0,694
0,0,0.09,13.43,49316.0,4500.0,22.0,0,4.0,649
0,0,0.09,7.66,48977.0,4500.0,22.0,0,3.0,599
0,0,0.09,7.74,48722.0,4500.0,26.0,2,2.0,634
0,1,0.24,14.83,49314.0,12000.0,25.0,1,4.0,681
0,0,0.09,12.84,48803.0,4500.0,24.0,3,3.0,636
0,0,0.08,10.36,48989.0,4000.0,22.0,1,4.0,680
1,0,0.11,14.84,42201.0,4500.0,24.0,2,3.0,618
0,1,0.09,12.99,50330.0,4500.0,23.0,0,4.0,623
0,1,0.1,12.61,48863.0,5000.0,25.0,6,4.0,540
1,0,0.1,17.27,44392.0,4500.0,21.0,0,2.0,548
0,0,0.07,8.88,49052.0,3500.0,24.0,0,2.0,630
0,0,0.11,5.42,48868.0,5300.0,26.0,4,2.0,640
0,1,0.09,6.03,51111.0,4500.0,21.0,0,4.0,625
0,1,0.09,11.49,51434.0,4500.0,22.0,0,4.0,639
0,1,0.12,5.79,49221.0,6000.0,21.0,0,3.0,543
0,1,0.09,7.66,51390.0,4500.0,26.0,5,2.0,655
0,0,0.08,6.76,53098.0,4500.0,25.0,3,2.0,628
0,0,0.08,5.99,53945.0,4500.0,25.0,3,3.0,671
0,1,0.08,7.74,53841.0,4500.0,26.0,4,3.0,704
0,1,0.08,9.25,54903.0,4500.0,23.0,0,4.0,653
1,0,0.09,13.49,50159.0,4500.0,21.0,0,3.0,588
0,0,0.1,11.01,48818.0,4800.0,22.0,0,2.0,635
0,1,0.08,11.11,58668.0,4500.0,26.0,5,4.0,627
0,1,0.08,12.21,59556.0,4500.0,23.0,0,4.0,559
1,0,0.08,14.46,54018.0,4500.0,22.0,1,2.0,641
1,0,0.08,5.79,54097.0,4500.0,22.0,1,3.0,624
0,1,0.05,6.76,49270.0,2500.0,21.0,0,4.0,563
0,1,0.02,6.76,49004.0,1000.0,24.0,0,3.0,602
0,1,0.07,6.76,64305.0,4500.0,23.0,2,4.0,661
0,1,0.07,7.14,66038.0,4500.0,24.0,2,4.0,592
0,0,0.2,11.86,49311.0,10000.0,26.0,3,4.0,630
1,0,0.08,9.76,58920.0,4500.0,22.0,0,2.0,450
1,0,0.19,15.21,41799.0,7750.0,22.0,0,2.0,541
0,1,0.07,11.01,66406.0,4500.0,26.0,1,3.0,585
0,1,0.08,7.14,49018.0,4000.0,23.0,1,3.0,524
0,1,0.04,14.35,48960.0,2000.0,24.0,0,2.0,640
0,1,0.07,7.9,67018.0,4500.0,24.0,1,2.0,649
0,1,0.07,8.49,67066.0,4500.0,23.0,0,3.0,602
0,1,0.07,6.76,66890.0,4500.0,22.0,1,4.0,530
0,1,0.31,13.98,49086.0,15250.0,24.0,2,2.0,543
0,1,0.16,11.01,48776.0,8000.0,24.0,3,4.0,613
0,1,0.06,6.03,71283.0,4500.0,26.0,1,2.0,603
0,1,0.06,12.68,71709.0,4500.0,23.0,4,3.0,683
0,0,0.16,10.38,48828.0,8000.0,25.0,5,4.0,700
1,0,0.07,8.49,65316.0,4500.0,23.0,0,2.0,542
1,0,0.07,11.01,65598.0,4500.0,23.0,1,2.0,661
0,1,0.06,12.42,75470.0,4500.0,23.0,3,2.0,574
0,1,0.16,7.14,49297.0,8100.0,22.0,0,3.0,467
1,0,0.06,10.99,72955.0,4500.0,25.0,4,2.0,596
0,1,0.08,6.39,49145.0,4000.0,23.0,0,3.0,554
0,1,0.05,12.18,89982.0,4500.0,24.0,2,4.0,612
0,0,0.05,8.63,95980.0,4500.0,25.0,3,2.0,644
0,1,0.05,13.06,96657.0,4500.0,25.0,1,2.0,606
0,1,0.05,7.42,99732.0,4500.0,25.0,1,3.0,656
0,1,0.04,12.18,102473.0,4500.0,25.0,2,2.0,669
0,1,0.04,11.01,105441.0,4500.0,24.0,1,4.0,600
0,1,0.21,11.36,49023.0,10500.0,24.0,1,4.0,614
0,1,0.2,9.88,49113.0,10000.0,24.0,0,2.0,589
0,0,0.11,10.25,49184.0,5600.0,21.0,0,3.0,654
0,1,0.03,13.43,166754.0,4500.0,25.0,5,3.0,668
0,1,0.17,13.72,26008.0,4550.0,23.0,0,3.0,579
1,0,0.24,10.62,41748.0,10000.0,21.0,0,2.0,714
0,1,0.12,12.84,37174.0,4550.0,22.0,0,3.0,647
0,1,0.09,15.23,51821.0,4550.0,23.0,0,4.0,674
0,0,0.03,13.57,157081.0,4550.0,26.0,2,2.0,690
0,1,0.16,13.99,29647.0,4600.0,21.0,0,2.0,461
0,1,0.13,6.03,34450.0,4600.0,23.0,0,3.0,613
0,0,0.12,10.62,48992.0,6000.0,26.0,3,4.0,659
0,0,0.13,11.01,35471.0,4600.0,21.0,3,2.0,668
0,1,0.12,11.01,37030.0,4600.0,24.0,1,2.0,657
0,1,0.1,11.01,49053.0,4750.0,22.0,2,2.0,585
0,1,0.11,11.71,40398.0,4600.0,23.0,0,3.0,597
0,1,0.09,10.59,49098.0,4600.0,23.0,0,3.0,669
0,0,0.2,7.14,48842.0,10000.0,25.0,4,4.0,654
0,1,0.08,11.01,56796.0,4600.0,23.0,0,4.0,644
0,1,0.18,7.51,48788.0,9000.0,21.0,0,4.0,563
0,0,0.1,11.01,49236.0,4750.0,25.0,2,3.0,682
1,0,0.09,13.99,53870.0,4600.0,26.0,1,4.0,628
0,1,0.07,8.59,63322.0,4600.0,21.0,0,2.0,646
0,1,0.16,11.01,48786.0,8000.0,21.0,0,3.0,618
1,0,0.07,14.96,63767.0,4600.0,23.0,2,2.0,600
1,0,0.07,15.62,64636.0,4600.0,26.0,4,4.0,633
0,1,0.08,7.14,49209.0,4000.0,24.0,3,4.0,543
0,0,0.25,9.88,48826.0,12000.0,23.0,1,2.0,666
1,0,0.14,13.48,41835.0,5800.0,25.0,3,3.0,632
0,0,0.08,12.73,48700.0,4000.0,22.0,0,2.0,695
0,1,0.05,9.99,89096.0,4600.0,24.0,3,2.0,656
0,1,0.04,8.49,120863.0,4600.0,24.0,3,2.0,681
0,1,0.13,14.22,48883.0,6400.0,22.0,3,2.0,649
0,0,0.17,9.99,28168.0,4650.0,24.0,2,4.0,688
0,0,0.31,9.88,48837.0,15000.0,24.0,2,2.0,648
0,1,0.2,11.83,49100.0,10000.0,24.0,5,3.0,638
0,0,0.12,9.32,39258.0,4650.0,21.0,1,2.0,638
0,1,0.08,10.99,58619.0,4650.0,22.0,0,4.0,621
0,1,0.12,8.94,39143.0,4700.0,24.0,2,3.0,644
0,0,0.1,12.09,48893.0,4700.0,25.0,6,3.0,593
0,0,0.18,8.94,48930.0,9000.0,24.0,0,3.0,677
0,1,0.09,7.9,50285.0,4700.0,23.0,0,2.0,637
0,1,0.04,11.83,49092.0,1750.0,26.0,7,4.0,634
0,1,0.09,10.96,55099.0,4700.0,24.0,0,2.0,617
1,0,0.19,11.22,24681.0,4725.0,26.0,3,3.0,664
0,0,0.14,6.54,34155.0,4725.0,26.0,7,2.0,613
0,1,0.15,13.22,49023.0,7500.0,24.0,0,3.0,616
1,0,0.31,10.75,15472.0,4750.0,24.0,0,4.0,587
1,0,0.27,12.73,17316.0,4750.0,21.0,0,3.0,678
1,0,0.26,14.61,18063.0,4750.0,22.0,0,4.0,642
1,0,0.27,10.25,17905.0,4750.0,26.0,5,2.0,637
1,0,0.26,11.11,18616.0,4750.0,23.0,1,2.0,637
0,1,0.18,11.14,48751.0,9000.0,21.0,0,3.0,623
1,0,0.25,8.49,19022.0,4750.0,26.0,5,3.0,624
1,0,0.24,13.85,19415.0,4750.0,25.0,3,4.0,634
1,0,0.24,13.16,20188.0,4750.0,22.0,0,3.0,687
0,1,0.24,11.14,49380.0,12000.0,23.0,1,3.0,655
0,1,0.19,11.49,25581.0,4750.0,22.0,0,2.0,692
0,0,0.19,12.98,25389.0,4750.0,25.0,3,4.0,592
0,0,0.07,7.4,48937.0,3400.0,24.0,1,3.0,664
0,0,0.18,11.01,26302.0,4750.0,22.0,0,2.0,623
0,1,0.16,10.38,29654.0,4750.0,25.0,1,4.0,588
0,0,0.16,10.62,29880.0,4750.0,24.0,2,3.0,705
0,1,0.15,12.23,32445.0,4750.0,21.0,1,3.0,632
1,0,0.24,15.31,41604.0,10000.0,24.0,3,2.0,641
0,0,0.13,11.01,36017.0,4750.0,24.0,4,4.0,671
0,1,0.12,11.48,48651.0,6000.0,22.0,0,4.0,637
0,0,0.06,15.65,49360.0,3000.0,24.0,5,2.0,588
0,1,0.08,11.48,48943.0,4000.0,23.0,0,3.0,572
1,0,0.28,12.53,17019.0,4800.0,22.0,0,4.0,522
1,0,0.25,8.49,19190.0,4800.0,21.0,0,3.0,666
1,0,0.26,16.95,18691.0,4800.0,24.0,1,3.0,589
1,0,0.24,15.37,20273.0,4800.0,21.0,0,3.0,639
1,0,0.2,10.99,24576.0,4800.0,22.0,0,2.0,681
0,1,0.19,7.49,25281.0,4800.0,26.0,3,2.0,623
0,0,0.19,11.14,25112.0,4800.0,24.0,3,4.0,654
0,1,0.1,8.59,48826.0,5000.0,24.0,4,3.0,676
0,1,0.14,9.32,49048.0,7000.0,22.0,0,3.0,532
0,0,0.19,11.01,25538.0,4800.0,23.0,0,2.0,677
0,1,0.22,12.84,49090.0,10750.0,26.0,4,4.0,619
0,1,0.07,12.21,49024.0,3500.0,23.0,4,3.0,657
0,0,0.18,10.75,26475.0,4800.0,22.0,0,3.0,686
0,0,0.18,7.75,26094.0,4800.0,26.0,4,4.0,655
0,1,0.18,13.49,26702.0,4800.0,22.0,0,3.0,559
0,0,0.17,7.88,27714.0,4800.0,21.0,1,2.0,679
0,1,0.07,8.0,49190.0,3250.0,26.0,3,4.0,656
1,0,0.23,15.68,41934.0,9600.0,21.0,1,2.0,648
0,0,0.17,6.17,28759.0,4800.0,23.0,0,2.0,681
0,0,0.16,11.86,29487.0,4800.0,22.0,4,3.0,670
0,1,0.2,11.01,48993.0,10000.0,22.0,0,3.0,641
0,0,0.16,7.49,29754.0,4800.0,22.0,0,2.0,598
0,0,0.16,11.01,29680.0,4800.0,26.0,3,3.0,656
0,1,0.16,10.65,30687.0,4800.0,22.0,0,2.0,448
0,1,0.15,10.65,32604.0,4800.0,25.0,0,4.0,535
0,0,0.15,10.99,31921.0,4800.0,22.0,0,4.0,676
0,1,0.15,13.35,32465.0,4800.0,24.0,3,3.0,648
0,1,0.15,11.01,32714.0,4800.0,23.0,2,4.0,552
0,1,0.14,13.49,33264.0,4800.0,21.0,0,4.0,621
0,1,0.14,7.51,33453.0,4800.0,21.0,0,2.0,525
0,1,0.16,16.0,48865.0,8000.0,22.0,0,3.0,720
0,1,0.14,6.62,34417.0,4800.0,21.0,0,4.0,598
0,0,0.14,9.25,34735.0,4800.0,26.0,4,4.0,691
0,0,0.14,12.99,35218.0,4800.0,22.0,0,4.0,695
1,0,0.07,10.51,41647.0,3000.0,25.0,4,3.0,642
0,0,0.13,11.99,36486.0,4800.0,22.0,0,4.0,648
0,0,0.02,10.83,48813.0,1200.0,23.0,5,2.0,655
0,0,0.13,6.99,37230.0,4800.0,24.0,2,4.0,684
0,1,0.13,7.49,36858.0,4800.0,23.0,3,3.0,680
